index,task,verb,sentence,neg_sentence,complement,turker_pos_ratings,turker_neg_ratings,bert_pos_entailment_prob,bert_pos_contradiction_prob,bert_pos_neutral_prob,bert_neg_entailment_prob,bert_neg_contradiction_prob,bert_neg_neutral_prob,signature
557,to,learn,Many islanders have learned to regard the latest occupations with a sense of dry humor.,Many islanders have not learned to regard the latest occupations with a sense of dry humor.,Many islanders have regarded the latest occupations with a sense of dry humor.,"1.0,1.0,1.0","-1.0,0.0,0.0",0.99881077,0.000177775,0.001011506,0.65299875,0.29999337,0.047007974,+/-
558,to,forget,"In 1023 b.c. the chief of tribes disagreed about a king and ended up starting a war, forgetting to elect a king.","In 1023 b.c. the chief of tribes disagreed about a king and ended up starting a war, not forgetting to elect a king.","In 1023 b.c. the chief of tribes disagreed about a king and ended up starting a war, electing a king.","-1.0,-1.0,0.0","0.0,1.0,2.0",0.9155597,0.08208536,0.002354995,0.99848527,0.000776396,0.00073833,-/+
559,to,learn,Being at WBRC learning to cope with the disability was a major feat for Miyares.,Being at WBRC not learning to cope with the disability was a major feat for Miyares.,Being at wbrc coping with the disability was a major feat for miyares.,"1.0,1.0,2.0","-1.0,1.0,2.0",0.9987211,0.000199855,0.001078961,0.9968252,0.001420155,0.001754676,+/-
560,to,learn,Americans showed little to no interest in learning to be financially literate.,Americans showed little to no interest in not learning to be financially literate.,Americans showed little to no interest in being financially literate.,"-1.0,1.0,2.0","0.0,1.0,1.0",0.9987374,0.000333605,0.000929067,0.9987123,0.000443329,0.000844355,+/-
561,to,forget,"I forgot to mention to you that when the soldiers came to my house, the guerrillas were there, the guerrillas left and went back.","I did not forget to mention to you that when the soldiers came to my house, the guerrillas were there, the guerrillas left and went back.","I mentioned to you that when the soldiers came to my house, the guerrillas were there, the guerrillas left and went back.","-2.0,-2.0,-1.0","1.0,2.0,2.0",0.01576728,0.9831562,0.001076475,0.998464,0.000739779,0.000796246,-/+
562,to,forget,"By the way, I forgot to tell you of a queer thing that happened this morning. And she narrated her encounter with Sir James Peel Edgerton.","By the way, I did not forget to tell you of a queer thing that happened this morning. And she narrated her encounter with Sir James Peel Edgerton.","By the way, i told you of a queer thing that happened this morning .'' and she narrated her encounter with sir james peel edgerton.","-2.0,-2.0,2.0","1.0,2.0,2.0",0.00134458,0.99786633,0.000789101,0.99817336,0.000516392,0.001310236,-/+
563,to,learn,"They dueled with rapiers and daggers, learning to accept a disarm for the gun.","They dueled with rapiers and daggers, not learning to accept a disarm for the gun.","They dueled with rapiers and daggers, accepting a disarm for the gun.","0.0,2.0,2.0","-2.0,-1.0,0.0",0.9987123,0.000566701,0.000721051,0.008386857,0.98994124,0.001671968,+/-
564,to,learn,Did you say you were four when you learned to ride a bike?,Did you say you were four when you did not learn to ride a bike?,Did you say you were four when you rode a bike.,"1.0,1.0,2.0","-2.0,-2.0,-1.0",0.99748474,0.000564528,0.001950735,0.6698567,0.22264825,0.10749494,+/-
565,to,strive,American Pie strives to out-gross-out its predecessors and does so handily.,American Pie does not strive to out-gross-out its predecessors and does so handily.,American pie out-gross-outs its predecessors and does so handily.,"0.0,1.0,2.0","-2.0,-2.0,2.0",0.99825674,0.000459285,0.001284015,0.001677668,0.9964097,0.001912629,o/o
566,to,turn,So he turned to face Muller.,So he did not turn to face Muller.,So he faced muller.,"1.0,1.0,2.0","-2.0,-2.0,-2.0",0.9973363,0.001469256,0.001194371,0.000169054,0.9995639,0.000267078,o/o
567,to,learn,The people farmed until they learned to use metals.,The people farmed until they did not learn to use metals.,The people farmed until they used metals.,"1.0,1.0,1.0","-2.0,-1.0,0.0",0.99849355,0.000547151,0.00095932,0.010093534,0.9871772,0.002729224,+/-
568,to,promise,He pointed out his house and I promised to go on a date with him. ,He pointed out his house and I did not promise to go on a date with him. ,He pointed out his house and i went on a date with him.,"0.0,0.0,1.0","-1.0,0.0,0.0",0.9980344,0.000622366,0.001343219,0.000222054,0.99936944,0.000408502,o/o
569,to,ask,"I was approached after breakfast by Dorcas, who asked to speak to me privately.","I was approached after breakfast by Dorcas, who did not ask to speak to me privately.","I was approached after breakfast by dorcas, who spoke to me privately.","0.0,1.0,1.0","-1.0,-1.0,-1.0",0.99871695,0.000534012,0.000749047,0.00072044,0.99844366,0.000835917,o/o
570,to,threaten,"Suddenly, Boris moved forward, and threatened to hit Tommy in the face.","Suddenly, Boris moved forward, and did not threaten to hit Tommy in the face.","Suddenly, boris moved forward, and hit tommy in the face.","-2.0,0.0,0.0","-2.0,-1.0,0.0",0.99768317,0.001402083,0.000914739,0.000171383,0.99956244,0.000266204,o/o
571,to,threaten,"His mind threatened to blank out with each step, but he forced himself on.","His mind did not threaten to blank out with each step, but he forced himself on.","His mind blanked out with each step, but he forced himself on.","-1.0,0.0,1.0","-2.0,-2.0,-2.0",0.99843997,0.000881318,0.000678698,0.009955267,0.9866524,0.003392367,o/o
572,to,threaten,The government people supervising the city threatened to kill the mobsters. ,The government people supervising the city did not threaten to kill the mobsters. ,The government people supervising the city killed the mobsters.,"-2.0,0.0,0.0","-1.0,-1.0,-1.0",0.005348782,0.98439115,0.01026011,0.000114534,0.999585,0.000300541,o/o
573,to,ask,And asked to consider what's worse or more harmful.,And did not ask to consider what's worse or more harmful.,And considered what's worse or more harmful.,"1.0,1.0,1.0","-1.0,-1.0,0.0",0.99866486,0.000421095,0.000914107,0.000222136,0.9994685,0.000309411,o/o
574,to,threaten,"Jones' lawyers went on several TV shows, threatening to raise further allegations in court.","Jones' lawyers went on several TV shows, not threatening to raise further allegations in court.","Jones' lawyers went on several tv shows, raising further allegations in court.","-1.0,0.0,0.0","-2.0,-1.0,-1.0",0.99844676,0.000394833,0.001158412,0.000538396,0.9989605,0.000501131,o/o
575,to,threaten,And Israel has threatened to send troops into PA-controlled cities and crack down on Hamas itself.,And Israel has not threatened to send troops into PA-controlled cities and crack down on Hamas itself.,And israel has sent troops into pa-controlled cities and crack down on hamas itself.,"0.0,0.0,0.0","-1.0,0.0,0.0",0.04704298,0.9495354,0.003421644,0.000587009,0.9982172,0.001195819,o/o
576,to,threaten,"Helms, who just two years ago threatened to end all U.N. funding, was charmed when Annan called on him last year.","Helms, who just two years ago did not threaten to end all U.N. funding, was charmed when Annan called on him last year.","Helms, who just two years ago ended all u.n. funding, was charmed when annan called on him last year.","0.0,0.0,2.0","-2.0,-1.0,1.0",0.99807715,0.000985574,0.000937228,0.002437007,0.99609476,0.001468266,o/o
577,to,promise,Girl Scouts promise to serve their own respective gods. ,Girl Scouts do not promise to serve their own respective gods. ,Girl scouts serve their own respective gods.,"0.0,0.0,1.0","-1.0,0.0,0.0",0.995114,0.000884328,0.004001638,0.008111757,0.98702997,0.004858204,o/o
578,to,promise,Mr. Carter promises to provide a reasonable amount of funding.,Mr. Carter does not promise to provide a reasonable amount of funding.,Mr. carter provides a reasonable amount of funding.,"-2.0,1.0,1.0","-2.0,-1.0,0.0",0.99638975,0.00033229,0.003277928,0.002180347,0.9943038,0.003515877,o/o
579,to,promise,Someone promised to call and was excited to talk about a topic.,Someone did not promise to call and was excited to talk about a topic.,Someone called and was excited to talk about a topic.,"0.0,1.0,2.0","-2.0,0.0,1.0",0.99855036,0.000248536,0.001201137,0.9962709,0.001509847,0.002219264,o/o
580,to,promise,Huntington promises to make the West the best part of the country.,Huntington does not promise to make the West the best part of the country.,Huntington makes the west the best part of the country.,"-1.0,0.0,0.0","-1.0,0.0,0.0",0.9973921,0.0004968,0.00211114,0.000771802,0.9980363,0.001191903,o/o
581,to,promise,They also promised to try to solve their border dispute over Kashmir.,They also did not promise to try to solve their border dispute over Kashmir.,They also tried to solve their border dispute over kashmir.,"-2.0,0.0,1.0","-1.0,-1.0,0.0",0.9977508,0.000529727,0.001719439,0.001653372,0.9957709,0.002575737,o/o
582,to,strive,Drew strove to make his body one with Shiloh's small easy movements.,Drew did not strive to make his body one with Shiloh's small easy movements.,Drew made his body one with shiloh's small easy movements.,"0.0,2.0,2.0","0.0,0.0,1.0",0.993674,0.003372969,0.002953026,0.000446652,0.99893945,0.000613871,o/o
583,to,ask,People often dropped by asking to run a few plays.,People often dropped by not asking to run a few plays.,People often dropped by running a few plays.,"0.0,0.0,0.0","-1.0,-1.0,0.0",0.9983187,0.000301066,0.001380211,0.00243887,0.99396133,0.003599799,o/o
584,to,ask,Tuppence patiently asked to be left alone.,Tuppence patiently did not ask to be left alone.,Tuppence patiently was left alone.,"0.0,0.0,1.0","-1.0,0.0,0.0",0.7401433,0.11449988,0.14535682,0.3252532,0.6562075,0.018539313,o/o
585,to,ask,I asked to speak to Dorcas.,I did not ask to speak to Dorcas.,I spoke to dorcas.,"0.0,0.0,2.0","-1.0,0.0,1.0",0.9976277,0.000538838,0.001833541,0.000254893,0.9993691,0.000376043,o/o
586,to,promise,The ITC developed an online community that promised to be user-friendly. ,The ITC developed an online community that did not promise to be user-friendly. ,The itc developed an online community that was user-friendly.,"1.0,1.0","-2.0,0.0,0.0",0.9985478,0.000163272,0.001288897,0.000193238,0.9994997,0.000307047,o/o
587,to,turn,"The other man ran over in a frenzy, then he turned to face him. ","The other man ran over in a frenzy, then he did not turn to face him. ","The other man ran over in a frenzy, then he faced him.","2.0,2.0,2.0","-2.0,-1.0,-1.0",0.9983992,0.000523769,0.001076979,0.002707552,0.9956499,0.001642607,o/o
588,to,turn,"When he turned to face us, he had a smile on his face. ","When he did not turn to face us, he had a smile on his face. ","When he faced us, he had a smile on his face.","2.0,2.0,2.0","-2.0,-2.0,0.0",0.9988997,0.000182677,0.000917662,0.9979346,0.000645797,0.001419602,o/o
589,to,turn,He turned to look at Severn and Jon hit him again.,He did not turn to look at Severn and Jon hit him again.,He looked at severn and jon hit him again.,"1.0,1.0,2.0","-2.0,-2.0,-1.0",0.9963894,0.002844191,0.000766496,0.6811666,0.3164889,0.002344536,o/o
590,to,turn,Susan turned to look at Jon as he stood still. ,Susan did not turn to look at Jon as he stood still. ,Susan looked at jon as he stood still.,"1.0,2.0,2.0","-2.0,-1.0,0.0",0.9946232,0.004650293,0.000726554,0.000885157,0.99794203,0.001172693,o/o
591,to,turn,94 Poirot turned to face us. ,94 Poirot did not turn to face us. ,94 poirot faced us.,"0.0,2.0,2.0","-2.0,-2.0,-2.0",0.99817216,0.000877801,0.000949982,0.000689269,0.9983783,0.000932547,o/o
592,to,promise,Johnson encouraged Kennedy to run and promised to do whatever he could to help him.,Johnson encouraged Kennedy to run and did not promise to do whatever he could to help him.,Johnson encouraged kennedy to run and did whatever he could to help him.,"0.0,0.0,2.0","-2.0,-1.0,0.0",0.9987153,0.000237495,0.001047239,0.00032345,0.9992435,0.000433063,o/o
593,to,promise,She hereby promises to keep Culturebox itself MacDonald-free--at least for the time being.,She hereby does not promise to keep Culturebox itself MacDonald-free--at least for the time being.,She hereby keeps culturebox itself macdonald-free -- at least for the time being.,"1.0,1.0,1.0","-1.0,0.0,1.0",0.998721,0.000263929,0.001015079,0.000179462,0.9995209,0.000299654,o/o
594,to,promise,"In an attempt for transparency, he promised to publish the referenda results in the Hill and the Washington Post.","In an attempt for transparency, he did not promise to publish the referenda results in the Hill and the Washington Post.","In an attempt for transparency, he published the referenda results in the hill and the washington post.","1.0,1.0,2.0","-1.0,0.0,0.0",0.99793303,0.000749266,0.001317736,0.000372381,0.99907345,0.000554164,o/o
595,to,strive,FEMA strives to reduce middle management layers.,FEMA does not strive to reduce middle management layers.,Fema reduces middle management layers.,"0.0,1.0,1.0","-2.0,-2.0,-2.0",0.9978029,0.000777152,0.001419889,0.000509601,0.9985947,0.000895725,o/o
